   0.0000200000       0.0000000017
   0.0000201410       0.0000000017
   0.0000202829       0.0000000018
   0.0000204258       0.0000000018
   0.0000205698       0.0000000018
   0.0000207148       0.0000000018
   0.0000208607       0.0000000019
   0.0000210078       0.0000000019
   0.0000211558       0.0000000019
   0.0000213049       0.0000000019
   0.0000214551       0.0000000020
   0.0000216063       0.0000000020
   0.0000217585       0.0000000020
   0.0000219119       0.0000000020
   0.0000220663       0.0000000021
   0.0000222218       0.0000000021
   0.0000223784       0.0000000021
   0.0000225361       0.0000000022
   0.0000226950       0.0000000022
   0.0000228549       0.0000000022
   0.0000230160       0.0000000023
   0.0000231782       0.0000000023
   0.0000233415       0.0000000023
   0.0000235060       0.0000000024
   0.0000236717       0.0000000024
   0.0000238385       0.0000000024
   0.0000240065       0.0000000025
   0.0000241757       0.0000000025
   0.0000243461       0.0000000025
   0.0000245177       0.0000000026
   0.0000246905       0.0000000026
   0.0000248645       0.0000000026
   0.0000250397       0.0000000027
   0.0000252162       0.0000000027
   0.0000253939       0.0000000028
   0.0000255729       0.0000000028
   0.0000257531       0.0000000028
   0.0000259346       0.0000000029
   0.0000261174       0.0000000029
   0.0000263014       0.0000000030
   0.0000264868       0.0000000030
   0.0000266734       0.0000000030
   0.0000268614       0.0000000031
   0.0000270507       0.0000000031
   0.0000272414       0.0000000032
   0.0000274334       0.0000000032
   0.0000276267       0.0000000033
   0.0000278214       0.0000000033
   0.0000280175       0.0000000034
   0.0000282149       0.0000000034
   0.0000284138       0.0000000034
   0.0000286140       0.0000000035
   0.0000288157       0.0000000035
   0.0000290188       0.0000000036
   0.0000292233       0.0000000036
   0.0000294292       0.0000000037
   0.0000296366       0.0000000037
   0.0000298455       0.0000000038
   0.0000300558       0.0000000039
   0.0000302677       0.0000000039
   0.0000304810       0.0000000040
   0.0000306958       0.0000000040
   0.0000309121       0.0000000041
   0.0000311300       0.0000000041
   0.0000313494       0.0000000042
   0.0000315703       0.0000000043
   0.0000317928       0.0000000043
   0.0000320169       0.0000000044
   0.0000322425       0.0000000044
   0.0000324697       0.0000000045
   0.0000326986       0.0000000046
   0.0000329290       0.0000000046
   0.0000331611       0.0000000047
   0.0000333948       0.0000000048
   0.0000336301       0.0000000048
   0.0000338671       0.0000000049
   0.0000341058       0.0000000050
   0.0000343462       0.0000000050
   0.0000345882       0.0000000051
   0.0000348320       0.0000000052
   0.0000350775       0.0000000053
   0.0000353247       0.0000000053
   0.0000355736       0.0000000054
   0.0000358244       0.0000000055
   0.0000360768       0.0000000056
   0.0000363311       0.0000000056
   0.0000365871       0.0000000057
   0.0000368450       0.0000000058
   0.0000371046       0.0000000059
   0.0000373661       0.0000000060
   0.0000376295       0.0000000060
   0.0000378947       0.0000000061
   0.0000381617       0.0000000062
   0.0000384307       0.0000000063
   0.0000387015       0.0000000064
   0.0000389743       0.0000000065
   0.0000392490       0.0000000066
   0.0000395256       0.0000000067
   0.0000398041       0.0000000068
   0.0000400846       0.0000000069
   0.0000403671       0.0000000070
   0.0000406516       0.0000000071
   0.0000409381       0.0000000072
   0.0000412266       0.0000000073
   0.0000415172       0.0000000074
   0.0000418098       0.0000000075
   0.0000421044       0.0000000076
   0.0000424012       0.0000000077
   0.0000427000       0.0000000078
   0.0000430009       0.0000000079
   0.0000433040       0.0000000080
   0.0000436092       0.0000000081
   0.0000439165       0.0000000082
   0.0000442260       0.0000000083
   0.0000445377       0.0000000085
   0.0000448516       0.0000000086
   0.0000451677       0.0000000087
   0.0000454860       0.0000000088
   0.0000458066       0.0000000090
   0.0000461294       0.0000000091
   0.0000464545       0.0000000092
   0.0000467819       0.0000000093
   0.0000471116       0.0000000095
   0.0000474436       0.0000000096
   0.0000477780       0.0000000097
   0.0000481147       0.0000000099
   0.0000484538       0.0000000100
   0.0000487952       0.0000000102
   0.0000491391       0.0000000103
   0.0000494854       0.0000000105
   0.0000498342       0.0000000106
   0.0000501854       0.0000000108
   0.0000505391       0.0000000109
   0.0000508953       0.0000000111
   0.0000512539       0.0000000112
   0.0000516152       0.0000000114
   0.0000519789       0.0000000115
   0.0000523452       0.0000000117
   0.0000527142       0.0000000119
   0.0000530857       0.0000000120
   0.0000534598       0.0000000122
   0.0000538365       0.0000000124
   0.0000542160       0.0000000125
   0.0000545981       0.0000000127
   0.0000549828       0.0000000129
   0.0000553703       0.0000000131
   0.0000557606       0.0000000133
   0.0000561535       0.0000000135
   0.0000565493       0.0000000137
   0.0000569478       0.0000000138
   0.0000573492       0.0000000140
   0.0000577533       0.0000000142
   0.0000581603       0.0000000144
   0.0000585702       0.0000000146
   0.0000589830       0.0000000149
   0.0000593987       0.0000000151
   0.0000598173       0.0000000153
   0.0000602389       0.0000000155
   0.0000606634       0.0000000157
   0.0000610909       0.0000000159
   0.0000615215       0.0000000162
   0.0000619551       0.0000000164
   0.0000623917       0.0000000166
   0.0000628314       0.0000000169
   0.0000632742       0.0000000171
   0.0000637201       0.0000000173
   0.0000641692       0.0000000176
   0.0000646214       0.0000000178
   0.0000650769       0.0000000181
   0.0000655355       0.0000000183
   0.0000659974       0.0000000186
   0.0000664625       0.0000000189
   0.0000669309       0.0000000191
   0.0000674026       0.0000000194
   0.0000678776       0.0000000197
   0.0000683560       0.0000000199
   0.0000688377       0.0000000202
   0.0000693229       0.0000000205
   0.0000698114       0.0000000208
   0.0000703034       0.0000000211
   0.0000707989       0.0000000214
   0.0000712978       0.0000000217
   0.0000718003       0.0000000220
   0.0000723063       0.0000000223
   0.0000728159       0.0000000226
   0.0000733291       0.0000000230
   0.0000738459       0.0000000233
   0.0000743663       0.0000000236
   0.0000748904       0.0000000239
   0.0000754182       0.0000000243
   0.0000759497       0.0000000246
   0.0000764850       0.0000000250
   0.0000770240       0.0000000253
   0.0000775668       0.0000000257
   0.0000781135       0.0000000260
   0.0000786640       0.0000000264
   0.0000792184       0.0000000268
   0.0000797767       0.0000000272
   0.0000803389       0.0000000275
   0.0000809051       0.0000000279
   0.0000814753       0.0000000283
   0.0000820495       0.0000000287
   0.0000826278       0.0000000291
   0.0000832101       0.0000000296
   0.0000837965       0.0000000300
   0.0000843871       0.0000000304
   0.0000849818       0.0000000308
   0.0000855807       0.0000000313
   0.0000861838       0.0000000317
   0.0000867912       0.0000000321
   0.0000874029       0.0000000326
   0.0000880189       0.0000000331
   0.0000886392       0.0000000335
   0.0000892639       0.0000000340
   0.0000898930       0.0000000345
   0.0000905265       0.0000000350
   0.0000911645       0.0000000355
   0.0000918070       0.0000000360
   0.0000924540       0.0000000365
   0.0000931056       0.0000000370
   0.0000937617       0.0000000375
   0.0000944225       0.0000000380
   0.0000950880       0.0000000386
   0.0000957581       0.0000000391
   0.0000964330       0.0000000397
   0.0000971126       0.0000000402
   0.0000977970       0.0000000408
   0.0000984862       0.0000000414
   0.0000991803       0.0000000420
   0.0000998793       0.0000000426
   0.0001005832       0.0000000432
   0.0001012921       0.0000000438
   0.0001020059       0.0000000444
   0.0001027248       0.0000000450
   0.0001034488       0.0000000457
   0.0001041778       0.0000000463
   0.0001049120       0.0000000470
   0.0001056514       0.0000000476
   0.0001063960       0.0000000483
   0.0001071458       0.0000000490
   0.0001079009       0.0000000497
   0.0001086614       0.0000000504
   0.0001094272       0.0000000511
   0.0001101984       0.0000000518
   0.0001109750       0.0000000526
   0.0001117571       0.0000000533
   0.0001125447       0.0000000540
   0.0001133379       0.0000000548
   0.0001141366       0.0000000556
   0.0001149410       0.0000000564
   0.0001157511       0.0000000572
   0.0001165668       0.0000000580
   0.0001173883       0.0000000588
   0.0001182156       0.0000000596
   0.0001190488       0.0000000605
   0.0001198878       0.0000000613
   0.0001207327       0.0000000622
   0.0001215836       0.0000000631
   0.0001224404       0.0000000640
